id,title,text
doc735,论我和朋友有多么天真可爱子,最近在小红书上看到太多推这家酒店的了 于是分享给朋友，对方也刚好表示出想去日本旅游的强烈意愿与对这家酒店的高度称赞 于是，我去搜了搜价格… #京都#日本旅行#天真#赚钱
doc736,一起来看玻璃海吧🏝🌊,#蜈支洲岛#夏天当然要去看海#海不见我我自见海#太阳湾公路
doc737,接下来的杭州是一万次春和景明🌸,西湖拍照西湖小众秘境杭州旅游杭州西湖杭州citywalk孤山路上有天堂下有苏杭一年之季在于春杭州春天杭州赏樱杭州郁金香太子湾又到了春暖花开的季节杭州旅游杭州春天杭州拍照杭州花海杭州绣球花接下来期待的是春天开始期待春天春天氛围春天拍照春日穿搭手机里第一张春天梦核无尽夏花海杭州无尽夏杭州绣球花永福寺杭州拍照西湖来拍照了浪漫生话的记录者杭州旅游周末去哪玩拍照姿势浪漫氛围感#郁金香
doc738,京都的淡季简直是人间理想…🍃,#日本旅行#日本拍照#京都旅行#京都探店#京都美食#京都清水寺#日本旅游#新年旅行第一站#反向旅行出门溜溜
doc739,桑岛才是safari结束后的灵魂,#玻璃海#浮潜#海边度假#桑给巴尔#非洲
doc740,富士山，真的只是个山，其他的看不了一点，包括山下那个忍野村,富士山，真的只是个山，其他的看不了一点，包括山下那个忍野村 	 #一切都不及亲眼所见#山中湖观富士山#富士山下
doc741,此刻一个导游的心都碎了,所以我要怎么跟游客解释它神秘又古老…#暑期游客的威力感受到了#敬畏大自然的鬼斧神工#神奇的地方#幸好当时拍下来了
doc742,最安全的国家 看世界,看世界#全世界旅游#一生中值得去旅游的地方#一生必去的地方#走遍全世界#为强大的祖国点赞#环游世界不是梦 #
doc743,🚨 未找到标题,
doc744,长沙。。还是太超前了。。。🥹🥹,#长沙#它不是死猪#猪猪侠#风口上的猪#猪猪侠表情包#世界是一个巨大的狂欢之椅#温暖你的猪#小猪猪#果然还是大城市机会多#长沙旅游 #要不要救猪猪侠？[PK]#
doc745,🇯🇵北海道海豹悬浮术！！,#小海豹#日本旅行#海豹
doc746,好奇这片群岛好玩吗？,去过印度尼西亚的朋友应该去过这片群岛吧，这片群岛放大看有巴厘岛登巴萨马塔兰，都很有名。有去过这附近旅游的吗？现场景色如何？欢迎分享现场的照片。 #地理#地图#向往的海岛#旅游#印尼#全世界旅游
doc747,🇮🇩uluwatu日记,🏨：lxr度假村#巴厘岛LXR 酒店的性价比个人觉得不是很高。而且定的时候一定要定海景房啊。我定的基础房型结果院子里全是树，现场再升级的时候海景房已经没有了，景观大打折扣，感觉跟随便住个villa没差了。酒店里的公共区域几乎没有什么玩的，剩下有一个需要坐接驳车去的酒店专属的beachclub，也一般。早餐也非常一般。villa面积确实很大很大，如果景观好的房又喜欢待在房间里玩应该会好点 🏨：alila 这个酒店没有入住，但因为就在隔壁，准备去吃晚饭，去了之后天气不好➕发现去喝两杯东西和餐厅能看到的景观一模一样就没吃了，如果只是看景观完全可以walkin 点两杯喝的就可以跟住店客人看一样的景了。 	 🍹：savaya#savaya 因为我们只有周三周四在Uluwatu所以选择了周四去，在门口的时候老公说要开卡怕进去没地方坐很尴尬。然后老板也一直劝我们开卡，我觉得两个人4k的低消又是在工作日确实冤大头，硬着头皮只买门票进了。结果免费区的座位比基础卡好多了，贴着泳池和吧台。基础卡在很远的地方坐牢。最后两个人吃了很饱的晚饭➕点了两杯调酒➕门票才不到1000。但免费区9:30就关闭了。工作日氛围也很不错，如果有百大来人多的话绝对好玩。 🌸：巴厘岛有个特色是泳池铺花，价格大概是1500rmb左右，但是需要提前问自己的酒店是否可以，我们酒店不行，所以定了99玫瑰，价格也是1500多，这里要避雷的巴厘岛花店fineflower，p4就是我收到即刻的样子，真的很像别人买回去送给放了一个星期的状态。问花店什么情况，它说就是这样的………...这看着比过完节路边扔着的还糟糕#巴厘岛花店#巴厘岛
doc748,很少对景点感到震撼🇦🇺直到去了澳洲粉湖！,今天为大家种草来自澳大利亚的粉色的湖泊们，🎀粉色，一个少女心十足的颜色！然而世界上还真的有粉色的湖，令人迫不及待想去一睹它的风采～​ ​ 🎀Lake hillier：​ ▪️这个粉湖从珀斯Perth开车需要八小时。粉色湖泊毗邻深蓝色的印度洋海水，中间以长条状的茂密绿色森林作为屏障。​ ▪️在这里你可以划船观湖，但最壮观的体验莫过于乘坐观光飞机从空中俯瞰。​ ▪️也可以走公路游览，开车房车沿西澳大利亚州的各色海岸来一场色彩之旅。​ ​ 🎀Hutt Lagoon：​ ▪️从珀斯Perth向北开车六小时即可到达。​ ▪️ 根据季节、时间和云层覆盖情况的不同，这个湖泊的颜色可在红、粉甚至丁香紫之间变化。在上午或日落十分可以欣赏到最摄人心魂的瑰丽色彩。​ ▪️开车沿乔治格雷公路可以轻松到达该湖泊，别忘记乘坐观光飞机游览更为壮观！​ ​ 🎀Lake Bumbunga：​ ▪️从阿德莱德出发，开车不到两小时就可到达Lake Bumbunga。​ ▪️这里是澳大利亚最方便到达，也最适合摄影的粉色湖泊之一。​ ▪️ 洋红色的海岸因水中的盐浓度不同而在粉色、白色和蓝色之间变幻，美轮美奂仿佛人间仙境。​ ​ 🎀Lake MacDonnell：​ ▪️粉色、蓝色和绿色的相互映衬和碰撞，造就了Lake MacDonnell的美景。​ ▪️这是澳大利亚色彩最鲜艳的粉色湖泊之一，因为湖中的盐浓度非常高。在泡泡糖色的麦克唐奈尔湖和周围蓝绿色的海水之间。​ ▪️ 延伸着一条火爆朋友圈的网红道路，可以一直通往仙人掌海滩Cactus Beach，度假感十足！​ 🏠民宿 从阿德莱德出发看粉糊很方便，分享一家❤️Airbnb，房东是位会说中文的小姐姐，沟通起来非常顺利 ✨名字：CBD Luxury Penthouse/Private Rooftop*Free parking ⭐️关于民宿 ▫️ 民宿共有2 间卧室可以住5人，一晚差不多1100r左右，非常适合家庭入住，一共有两间卫生间 ▫️ 位置很不错，就在商务区，步行即可抵达、唐人街、咖啡馆和餐厅、餐厅，附近的交通也很方便 📷素材来自网络 #繁花来了#繁学#境外游#来拍照了#澳大利亚#澳大利亚旅行#澳洲#澳洲生活#留学澳洲#治愈系风景@薯队长@小红书创作助手
doc749,大脸汉堡真的没有华人排队了，给大家点赞👍,今天回到镇上，路过的大脸汉堡店的时候我都惊呆了 以往七点多饭点的时间，它门口肯定都是要排大队的， 结果今天只有寥寥几人，一个亚裔面孔都没看到！ 	 接着我看了一眼前两天也是饭点时间去拍的照片，天壤之别… 	 真的要给所有在皇后镇的华人同胞们点个赞👍 	 尊重重来不会从天而降，自己不争取，永远不会有人施舍给你！ #大脸汉堡#皇后镇#皇后镇大脸汉堡#皇后镇汉堡#皇后镇旅游#新西兰种族歧视#皇后镇旅游#皇后镇美食
doc750,新疆回来飞机上拍的这是什么湖？,#新疆#新疆旅游
doc751,埃及 实现了我当个有钱人的梦,刚翻相册看见了在埃及的照片 只去了开罗跟赫尔格达 	 再回忆起来，真狂啊 8000埃镑就能包一搜双层船 3个人给你服务 一个船长一个陪同还一个收拾东西做饭的 	 更新：是5000埃镑，我记错了，tmd我更狂了 	 埃及的海可真蓝啊！ 传说中的果冻海，真的和网上说的那样 好像加了洁厕灵一样 	 海水暖洋洋的，一点小风一点小浪 我没穿救生衣 跟着当地小哥浮潜 想象自己是ok哥 对着大鱼疯狂射击 	 我真牛啊 我钓上了好几条鱼，最大的跟手一样长 这已经是我在近海钓到过最大的鱼了 在埃及破了我的世界纪录 	 钓上来的鱼 小哥都给我们炸了 还有个炸肉 还有一瓶可乐 8000 还管饭 真便宜啊 	 万豪的餐厅也舍得吃了 意式的 看着菜单都乐开了花了 笑死！这些我都吃得起呢 	 去开罗住五星叫room service 一个豆子汤一个大汉堡一听可乐再来个小蛋糕 才90来块钱 天啊！ 	 在埃及 我去哪里都是要打车的 开了挺远的路 一扣费 才8块 妈呀！ 	 埃及真好啊，在埃及 我是个有钱人 我看着外面的当地人 我可真富啊 	 更新了埃及的行程，有想看热闹的欢迎首页自取😆 	 #钓鱼人的快乐#埃及#赫尔格达#红海#海钓
doc752,北京内透🌃天花板,不是Ai❗ - #万家灯火#万家灯火大厦#灯火通明#打工人#夜景#北京夜景#北京拍照
doc753,唯一一个没有蛇的国家 | 新西兰🇳🇿,有没有想过一个没有蛇的国度会是什么样的？ 新西兰就是这么特别 从茂密的森林到湛蓝的海水 再到雪山和湖泊 无论是在郊外徒步 还是在海滩度假 都可以尽情享受大自然的馈赠 再也不用担心蛇类的威胁 	 #新年旅行第一站#反向旅行出门溜溜#不早起旅行日记#不为打卡的旅行#先出发再说#新西兰#拍出电影感#小众旅行地#后劲很大的旅行
doc754,它是中国最贵的火车旅行推荐官 旅行大玩家 坐火车去旅行 想去的地方总有一天会抵达,它是中国最贵的火车#旅行推荐官#旅行大玩家#坐火车去旅行#想去的地方总有一天会抵达#国际列车
doc755,现在在日本大阪心斋桥附近,现在在日本大阪心斋桥附近 有什么是必买的 不买后悔的东西吗#日本#购物#日本旅游
doc756,"HR订飞机票放公司名字,我要如何上飞机呢？","HR真的太令我傻眼,订飞机票放公司名字,我要如何上飞机呢？ #坐飞机#马来西亚出差#我也一起笨"
doc757,晒得好开心,亚庇豪赌三天失败 哈哈哈 没有绝美日落 只有绝美的小猛 #亚庇#亚庇豪赌#亚庇日落
doc758,在小韩🇰🇷花的最值的一笔钱。。。,釜山必去的小火车～有两条路线可以选择: 清沙浦——尾浦(海云台)，尾浦(海云台)——青沙浦 尾浦到青沙浦的胶囊列车比较🔥要提前买🎫 可以选择两人、三人、四人，不同的人数价格不同 小火车下面是海岸列车也挺好看的！ · #韩国拍照#韩国攻略#韩国打卡#釜山旅行#釜山攻略#釜山海边#韩国旅行#新年旅行第一站
doc759,泰国不就是低配版三亚？怎么还这么多人去,身边好多朋友去泰国旅行，但我是感觉泰国没有三亚好玩，而且语言也不通，很麻烦。 三亚的海和泰国的也大差不差，而且也就只有榴莲便宜点，不会真的是这个原因才去的吧跪求大家评论区真实想法#有想法轻松发#泰国#泰国旅游#泰兰德女孩#泰国旅游攻略#旅游攻略#曼谷旅游#泰国旅行#小众国家旅游#旅游不踩坑#免签
doc760,有没有人觉得兵马俑一号坑气场很奇怪,真的只有我一个人觉得不对劲吗？？一号坑，刚迈进去一步，马上温度就比外面低了好几度，在里面走着走着感觉越来越不舒服，过了一会甚至脑袋磕到了墙边延伸出来的支撑柱 ，然后才反应过来居然大脑空白着往前走了好一会了。赶紧从小门离开了真的很不对劲，说不上来的别扭窒息感。
doc761,"55万💰去南极玩5天,到底值不值?",﻿#南极冰墙之外的世界﻿ ﻿#南极﻿
doc762,以后出国玩再也不昭告天下了,以后出国玩再也不昭告天下了 去个日本 一堆人找 带零食带化妆品带袜子 游玩的时候一半都是商场购物
doc763,万山之祖帕米尔的压迫感⛰️,如果一生只去一次南疆，请一定把时间留给帕米尔！从慕士塔格峰的雪顶朝圣，到白沙湖、班迪尔蓝湖的幻境蓝调；从盘龙古道600道弯的惊险盘旋，到塔吉克族叼羊赛的热烈风情——这里的美带着粗粝的史诗感，每一步都是震撼大片取景地📸，壮美帕米尔等你来征服！ 	 ✨𝐓𝐢𝐩𝐬： ①建议5-9月出行，备好边防证+晕车药，2月去-30℃[发抖]，但可以见到纯白的雪山世界，和蓝调时刻的粉色雪山 ②高原紫外线强！防晒霜+墨镜+防风外套三件套保命 ③塔县住宿提前订，牦牛肉火锅必打卡 💡行程规划太烧脑？安利我的秘密武器「圆周旅迹」APP！输入时间和兴趣偏好，3秒生成帕米尔深度路线🗺 智能串联小众机位+实时导航海拔变化，无人机禁飞区都贴心标注，高原自驾安全感拉满！亲测摄影小白都能拍出《国家地理》同款构图～（👉戳主页合集看帕米尔高原大片） #新疆#南疆#帕米尔高原#南疆旅行攻略#圆周旅迹#地理书上的大西北#此生必去
doc764,感谢小红书🥹在景德镇花的最值的一笔钱！！,#景德镇美食#景德镇攻略#景德镇旅行
doc765,金阁寺的震撼是一种暴力美学,“烧死我的大火也会烧毁金阁” 	 #京都#金阁寺#三岛由纪夫#日本#东方美学
doc766,🇷🇺俄罗斯为什么不宣传这个宝藏城市啊🥹？,"俄罗斯五山城Пятьгорск这个城市不太大但风景真的绝美！ 登上五山城的马舒克山Гора машук 登山可以选择走步道爬山（这个山不太高 海拔1000米 全程差不多1小时到达山顶） 也可以选择缆车400卢布一个人往返 缆车📍 бул. Гагарина, 2, Пятигорск 在山顶俯瞰一望无际的五山城与厄尔布鲁士山交相辉映 美到失语 随手一拍都是大片！像电影一样有种孤独星球的感觉！🥹 红薯们🍠快冲吧 宝藏城市应该被更多人发现！☺️ 五山城真的景美物价低！不会失望的！而且可以从这里报团去欧洲最高峰厄尔布鲁士山 下一篇笔记详细介绍厄尔布鲁士的行程攻略 推荐五山城的餐厅： Колхида 格鲁吉亚餐厅超绝！价格合理味道很不错！Яндекс的5分好评餐厅 可以饭后直接去爬山 都是一条直道的 半山腰上餐厅Горы Горы有超美观景台 味道也很不错 可冲（有专门的落地窗位置可以选但是有低消） 从矿水城机场минеральные воды来五山城可以选择打车或者大巴автовокзал或者火车。火车115卢布一人，大巴300卢布一人，打车大概600-700卢布 	 #俄罗斯#俄罗斯旅游#留学俄罗斯#全世界旅行#冷门目的地#令人难忘的的景点#留学生旅游#全球留学生游玩#厄尔布鲁士#旅行大玩家"
doc767,旅行推荐官 旅行大玩家 旅游攻略景点打卡,#旅行推荐官#旅行大玩家#旅游攻略#景点打卡
doc768,在天坛差点被挤扁,#天坛#祈年殿#人多#的#吓人#从来没见过#这么多人#人从众𠈌 都不足以形容 我不想让你们避雷，因为它真的很美但现在不是个好时机
doc769,海边的落日🌇,出海真的很快乐~冬天就是要去暖和的地方啊#海和日落要一起看才浪漫#海边日落晚霞
doc770,第一次去美国🇺🇸加州就惊艳到我了,如果是第一次来美国， 加州绝对是首选 这里有美国最具代表性的城市和景点 无论你是喜欢自然风光 还是热爱都市文化 加州都能满足你的需求 顺便去狂野的美国西部 走完这次美国之旅 绝对会让你难忘一生 	 🚗14天行行程规划 D1-3旧金山 D4 5优胜美地国家公园 D6旧金山 D7-10洛杉矶 D11 拉斯维加斯 D12 13佩吉小镇 D14回国 	 #新年第一站#不早起旅行日记#反方向出门溜溜#不为打卡的旅行#美国#加州#洛杉矶#旧金山#新年云祈愿#城市达人计划
doc771,在巴厘岛假装樱花妹得到空前热情,第一次打车小哥问我哪里人 我灵机一动说我是日本人 因为想看看大家反映 我也是第一次假装日本人 （仅测评 玩玩！ 别较真！） 结果没想到遇到了旅行中最热情的一面 小哥立马狂夸日本说他去过日本东京 太爱日本了 干净 卫生 特别喜欢日本食物 这边很多日本餐厅 跟我狂聊 超级热情 结果回来打车有个小哥问我哪里说 我说中国人 全程沉默一句话没说🤐 笑晕了 临走差点坑我8k 我说你忘记找我了 才给我 真的太炸裂了 都是一天发生的事 在巴厘岛遇到的人都很友好 ！对中国人也好！ 但是巴厘岛媚白媚日媚新 情况确实存在！ 发上来只是分享自己有趣的经历！ 请文明发言 谢谢大家
doc772,槟城｜海里突然黑了是怎么回事？？？,刚到酒店的时候，从楼上往下看海水是不黑的 过了一会突然黑了一块！！！ 旁边还有好多人在游泳！！ 第二天早上看黑色又没有了🙂‍↔️ #海水发黑#海边#槟城#马来西亚#🇲🇾#槟城直落巴巷悦椿度假村#angsana
doc773,佛祖：年轻人真是朝气蓬勃！,#现在年轻人的精神状态#龙门石窟拍照#龙门石窟打卡拍照#龙门石窟
doc774,人生不过三万天，能记住一辈子的旅行瞬间❗️,去年去了很多地方 也爱上了很多地方 在旅行的路上总是快乐加倍 想给大家推荐这些我去过的地方 . 1️⃣澳大利亚 夏天的澳洲是让人陶醉的，特别是这蔚蓝的海 2️⃣马来西亚 亚庇，每天都可以看到记忆深刻的日落夕阳，不愧是全球三大日落胜地 3️⃣瑞士 去瑞士一定要去坐小火车，穿梭在雪山草甸山庄之间 4️⃣美国 旧金山的日落也是很有特点的，很震撼雄伟 5️⃣冰岛 钻石沙滩的日落闪闪发光，照亮了整个世界 6️⃣意大利 托斯卡纳的夏天，也是我梦想中最美的夏天 7️⃣挪威 冬季旅行首选目的地，是我不能忘怀的地方，有机会每个人都该去看看 8️⃣法罗群岛 去年夏天让我记忆最深刻的地方就是法罗群岛了，还想去一百次的地方 9️⃣法国 南法的夏天真是让人喜欢啊 🔟新西兰 wow！想在新西兰买个农场的梦，是真的太让人陶醉了 1️⃣1️⃣日本 很梦幻的国家，旅行体验感满分，除了每天走走走让人绝望 . 看完去年的照片 我又怀念夏天了 成都的冬天真的好冷好冷 每次过年总是怀念夏天 我已经迫不及待的期待2025了 应该是更精彩的一年吧！！！ . #红薯旅行家#冬日旅行收藏夹#小众旅行地#世界这本书我又多读了两页#这世界的一切都在吸引我#旅行是我的解药#慢慢游世界#旅行的意义#人生不就是活几个瞬间吗#旅行才是生命的意义
doc775,2025旅居之地,哪个国家旅居才有人民币当美元花的感觉#旅居 土耳其物价有些都比欧洲贵#一生中值得去旅游的地方#旅居生活
doc776,日本人在游客接待这块还是很到位的,日本人在游客接待这块还是很到位的
doc777,Osaka 住的洁癖酒店,HOTEL.IT 	 优点：性价比巨高 地铁：很近 环境：很不错（除了小） 格子元素 运用得很好 包括做的一些周边产品 	 // 这次日本 我们共计住了六家酒店 可以说 不管大小 都干净的可怕 回来之后 想起 忘记整理记录这家酒店 #大阪酒店#OSAKA#西安设计师#室内设计#独立设计师#酒店#酒店推荐
doc778,美国｜圣地亚哥La Jolla Cove🦭海狮太可爱啦,"这次来美国圣地亚哥三天两晚旅游安排了一天游玩San Diego绝美海湾La Jolla La Jolla Cove是SD蕞受欢迎的海滩之一 可以潜水、浮潜和观鲸🐳 海湾周围还有许多漂亮的餐厅和商店 是来圣地亚哥不可错过的打卡地🌊 - La Jolla Cove的海岸线是海狮的栖息地 🦭海狮们会聚集在岩石上晒太阳 还有可爱的海鸥等动物们 日落时分走在海岸线上 看着嬉戏打闹肥肥的海狮们 沐浴着加州阳光 吹着海风超级惬意 - 📸拍照打卡点： 1️⃣海边的小亭子背朝大海，日落时阳光从侧面打过来拍照很好看 - 2️⃣Boomer Beach旁边Ellen Browning Scripps Park大片绿油油的草坪和蓝天绝配，有人在这野餐，有小朋友在这爬树，有海鸥在这落脚栖息，随手一拍都满满氛围感 - 3️⃣公园旁边Coast Blvd上一排高高的棕榈树🌴拍街景很好看，加州日落海滩氛围一下子就出来了 - 4️⃣离看海狮的地方走路5分钟可以到The Cave Store，里面藏着一个小众的拍照打卡点Sea Cave，从岩洞里往外看海景，可以拍很美的剪影(需要爬湿漉狭窄的楼梯下去，记得穿好走的鞋）🎫10💲📍1325 Coast Blvd, La Jolla - 📍地址： La Jolla Cove, San Diego, CA 92037, USA 从LA自驾约2小时🚗 看海狮可以定位Point La Jolla Sea Lion Rookery - 🌟关🐷我～带你周游世界🤠 各地攻略在主页合集 已按地区分好类便于搜索哟～ #海狮#海滩#海景#海边拍照#海边#海边度假#日落#日落拍照#夕阳#公园#治愈系风景#一起看海鸥#圣地亚哥旅游#圣地亚哥#加州旅行#加州旅游#加州#加利福尼亚#美国旅游#美国旅行#美国#拍照"
doc779,长白山体验很一般,我看到很多外国人上传他们去长白山的视频，我觉得我可能把期望设得过高了 I had seen so many posts of foreigners visiting 长白山 and I think I set my expectations a bit too high 	 从延吉到长白山花了我们四个小时，而且说实话我很难说这很值得。 It took us 4 hours to get from Yanji to 长白山 and I'm not sure I'd say it was worth it to be honest ❄️ 	 @怀瑜君#长白山#长白山天池#外国人在中国#外国人游中国#外国小姐姐#chinatravel#foreigner
doc780,在赛里木湖拍到了我的人生live,接下来五月的新疆赛湖 一幕幕都像是电影画面 有人天生就喜欢这种时光温柔以待的氛围感 live图记录着我的快乐 雪山、森林、湖泊、灯塔、鲜花、天鹅🦢 踏入这片草原，坠入一幅油画 这辈子一定要去一次赛里木湖！ 	 #旅途中的美景#新疆#赛里木湖#新疆旅游#氛围感#神级live图#这才是实况的意义吧#livephoto#live#live实况#新疆旅游攻略#新疆旅拍#live图#live图比照片更有生命力#这才是live图的意义#是live也是life#新年旅行第一站#中式旅行天花板#先出发再说#我的旅行要实况
doc781,🌊海边度假，享受无限可能！,#可以看看你们拍的海吗#治愈系风景#梦中的那片海#带你去看海#向往的海岛#带你来看海#喜欢大海向往蓝天#开始期待夏日海边了#海边#海滩
doc782,新加坡 遛娃王炸组合 Barracks & Outpost,新加坡想有度假氛围还得住圣淘沙 而圣淘沙最佳酒店一定是嘉佩乐 但Capella春节一万二起步的性价比实在是🙃 于是我们转战了远东集团的百瑞营&遨堡 没想到体验意外地好 虽然我没娃哈哈哈 但是我把我自己遛得很满意 爹妈住得也很开心 	 远东集团在圣淘沙一共有四家酒店: Barracks百瑞营 Outpost 遨堡 (五星) Village 悦乐 (四星) Oasia 豪亚 	 > 百瑞营Barracks是集团旗下的高端品牌 (图2-13) 属于SLH (small luxury hotels)房费约4000/晚起 由英国管理时期的军营建筑改造 2019年开业 红瓦白屋 是非常美的南洋风格建筑 一共只有40间客房却拥有两个独享泳池 有着刚刚好的热闹度 适合喜欢清静和一定私密性的朋友 每间房都有一个室外阳台(P3) 一楼房间可直通泳池 入住客人可以在living room(非常美的室外中庭) 享用免费下午茶 鸡尾酒畅饮 喝完下午茶 爹妈游泳 我躺在泳池边看书 时不时会下一阵雨 几分钟又放晴 躺在伞下很是美妙 树上偶尔可以看到松鼠 傍晚还会有野生孔雀造访(P11) 	 > 第二天我们搬到隔壁的Outpost遨堡 (图1&图14-18) 本以为从高端搬到普通的会有落差 结果只要2k一晚的遨堡体验更好是怎么回事! 一到酒店三楼整个人就瞬间被大大小小数不清的漂亮棉花堡泳池和paradise般的热闹气氛点亮了 此刻只恨自己没有一个娃 白瞎了这遛娃的天堂 我住的是三楼带小院的房间 房间干净明亮舒适 还带一个皮质小沙发 清清爽爽 虽然紧临泳池但隔音极好一点声音都听不到 晚上吃完饭和爹妈躺在泳池边 小风吹一吹 看着停在海湾的船只亮起星星点点的灯 惬意 下次一定带个👶🏻再回来住 	 这两家位置也很好 beach station和环球影城步行都是10来分钟 还有专门的遮阴步行连廊不用挨晒 	 #新加坡酒店#圣淘沙酒店#新加坡遨堡圣淘沙酒店#圣淘沙瑞百营
doc783,在北海道拍到了我的人生照片,2.16网走流冰初冰，16：45那一班，夜幕落雪流冰结合的恰到好处，图五照片还是路人拍到的，后来在去机场大巴上路人一眼就认出来了我们，并且叫住了我们把照片传了过来。 #网走#网走流冰#北海道#道东#网走破冰船#网走极光号破冰船#流冰#北海道旅行#人生照片#网走旅行
doc784,京都！！以为三干院够美了，直到去了永观堂…,#京都#日本#日本旅行#日本旅游#永观堂#不早起旅行日记#反向旅行出门溜溜#新年旅行第一站#旅行推荐官#当你一直攒钱去旅行
doc785,🇫🇷雨天入住凡尔赛宫,只有13间套房 很早预订了其中一套 在夜间清场空无一人的时候 参观了这个世界上最豪华的宫殿中一些不对外开放的地方 沉浸式还原了路易十四的世界 #巴黎#凡尔赛宫#法国古典主义
doc786,在京都赶上大雪也太幸运了😍,像电影里一样❄️太惊喜了 京都和大雪的适配度真的100%✨ 	 #京都#下雪#京都暴雪#日本
doc787,deepseek推荐情侣一生必去的20个目的地,#全世界旅行#旅行必去之地#必去的地方#情侣旅行#个性化旅游#蜜月旅行#不一样的情侣照  ＃笔记灵感  #情侣拍照   #小红书旅行月历  ＃人生照片  #治愈系风景   #小众旅行地#我的私藏旅行路线#情侣#蜜月旅行#旅行日记#小众旅游#游玩攻略
doc788,香港千万别借充电宝在紫荆广场借的充电宝，上了游轮看夜景想着下游轮🚢在,香港千万别借充电宝在紫荆广场借的充电宝，上了游轮看夜景想着下游轮🚢在还结果发现收摊了，找不到地方还，于是想着去酒店附近在还，酒店附近应该有还的，结果到酒店发现并没有，收了一下附近还的地方发现要去旺角才有，旺角离我有点远打车要一百多想着算了直接买下吧，结果上某书上一看一查，好家伙居然会一直扣费，于是我又开始决定坐地铁过去还，去酒店问怎么过去，好家伙需要先坐31M公交车去地铁站，然后坐地铁在去旺角，后来我照着酒店人员说的走，在经过40多分钟后到了旺角，好问题来了，在香港导航根本解决不了问题，一直在天桥上 上下，在跟着导航走的同时我问了香港路人无数个后找了将近2个多小时后最终没有找到就在我放弃回酒店的地铁上，客服终于联系到我了，打了客服无数个电话没有人接，在我刚上地铁准备回酒店的时候，客服说你在旺角的话马上给我说位置在那里还，好 家伙于是我又下地铁去找他说的位置，在经过一个多小时后最终马上崩溃的时候，终于找到客服说的地方结果是一个报摊已经关门，在和客服沟通的情况下我终于还在报摊的油布里，最后还是非常感谢客服小姐姐一直帮我解决问题，还教我怎么又做地铁回去，说实话这次旅行终身难忘，千万记住香港充电宝不要借，能救一个算一个，回酒店已经12点，9点多过去还找到12点#共享充电宝 #
doc789,在海螺沟泡着温泉看日照金山,目前为止的川西行程中最满意的一站#去山里泡温泉 ps：别泡久了！头昏😵‍💫
doc790,🇯🇵京都｜树是另一种海……🌳🌳🌳,#日本#日本旅行#京都#京都旅行
doc791,接受不了这些千万别去西藏,#旅行大玩家#旅行推荐官#旅游攻略
doc792,威海这个吃相，太。。。,
doc793,新加坡本地人会觉得自己的国度很漂亮吗,也很好奇怎么能把城市规划建设得这么干净美丽！
doc794,挑战1500元独行斯里兰卡3,#旅游看世界#我的旅行生活#大学生#穷游#背包客#X4全景相机#影石
doc795,中国最美的20个地方，去过一半此生无憾,#旅行#旅游#旅行推荐官
doc796,当晚霞遇上克莱因的蓝，便是颐和园最美时刻,日落后的20分钟 ​被称为蓝调时刻 当晚霞遇上了克莱因的蓝 ​这便是一天中最美的时刻。 	 取景：颐和园昆明湖畔 意境：晚霞邂逅了克莱因的蓝 拍摄时间：2025年2月15日傍晚六点半左右 #蓝调#我拍到的治愈系风景#静谧蓝色调#蓝色治愈系风景#氛围感风景#生活就像是一场蓝调的梦#温柔的湖面#把浪漫的风景分享给你#蓝调时间#颐和园
doc797,马代哪个岛，看起来很舒适,返程，在水飞上看到这个岛，每个房间都有带游泳池，看起来很舒服啊，是哪个岛屿呢
doc798,大阪住哪里去交通站最方便？,四月初去关西，一搜酒店贵的有点破防了，大阪贵京都更贵😭想落地去京都然后逛完晚上回大阪，住哪里方便啊？还要特种兵宇治奈良😭#日本#日本旅行#日本旅游#大阪
doc799,阿勒泰也有雪地温泉了♨️还24h营业,#雪中泡温泉#阿勒泰地区#新疆旅游#新疆温泉
doc800,🇳🇿当我攒够钱带老婆去了新西兰…live图！！,给她拍出了好多人生照片！ 答应十月再带她去看鲁冰花！！ - p1-2 coastal pacific景观火车 p3-6 wanaka瓦纳卡 p7-10 Queenstown皇后镇 p11 普卡基pukaki p12 蒂卡波tekapo p13 奥克兰 p14 格林诺奇glenorchy p15 Cromwell克伦威尔水果小镇 #新年旅行第一站#live图#旅行大玩家#环游世界#慢慢游世界#新西兰旅游#当你一直攒钱去旅行
doc801,是有点震撼的美🥺🥺🥺,#赛里木湖
doc802,攒钱！五月去新疆‼️,马头琴悠扬，又回到伊犁的夏牧场🌼 雪山、森林、湖泊、花海、牛羊…… 已经开始期待新疆的夏天了！！ 📷视频拍摄地点：新疆·喀拉峻草原，赛里木湖，琼库什台，那拉提，恰西，霍城 	 #新年旅行第一站#不早起旅行日记#反向旅行出门溜溜#新疆#新疆旅游#赛里木湖#伊犁#治愈系风景#春日旅行#新疆攻略
doc803,喜欢冬 更喜欢北京的冬！,南锣鼓巷太好拍啦 中午十二点左右去的 中午的阳光都不用加滤镜了 真的会一次次爱上北京胡同#在北京的冬天#冬天该有冬天的样子
